# Version 1.00
#
freq[Hz];re:Trc1_S21;im:Trc1_S21;
9.415207603801901E+08;-3.667968737674646E-01;-8.101005457093606E-01;
9.420210105052526E+08;-3.750133329875280E-01;-8.083306654057711E-01;
9.425212606303152E+08;-3.831817224686100E-01;-8.063532457197224E-01;
9.430215107553777E+08;-3.913227248731507E-01;-8.041845474902328E-01;
9.435217608804402E+08;-3.997425512371846E-01;-8.020613891733498E-01;
9.440220110055027E+08;-4.079575481249067E-01;-7.997195413097310E-01;
9.445222611305653E+08;-4.161766302229628E-01;-7.975033520046124E-01;
9.450225112556279E+08;-4.244792094008401E-01;-7.949656847062787E-01;
9.455227613806903E+08;-4.328011404629427E-01;-7.922676312393626E-01;
9.460230115057529E+08;-4.410578975302777E-01;-7.895895811558608E-01;
9.465232616308154E+08;-4.493414543720659E-01;-7.866818915854545E-01;
9.470235117558780E+08;-4.576327255989145E-01;-7.839443274379854E-01;
9.475237618809404E+08;-4.657960970706949E-01;-7.809188342925124E-01;
9.480240120060030E+08;-4.742643546877857E-01;-7.777120762146836E-01;
9.485242621310655E+08;-4.824567223348143E-01;-7.744699851734554E-01;
9.490245122561281E+08;-4.905589956218081E-01;-7.711498912972613E-01;
9.495247623811905E+08;-4.988145546851045E-01;-7.678511936448040E-01;
9.500250125062531E+08;-5.070287464125918E-01;-7.640814738461064E-01;
9.505252626313157E+08;-5.151962705893904E-01;-7.605680363075183E-01;
9.510255127563782E+08;-5.234420843157094E-01;-7.567805391555658E-01;
9.515257628814408E+08;-5.316424190757443E-01;-7.529061681167282E-01;
9.520260130065032E+08;-5.397665142942633E-01;-7.490305686551079E-01;
9.525262631315658E+08;-5.476828223737816E-01;-7.448618969462794E-01;
9.530265132566283E+08;-5.558599223318920E-01;-7.406908579756502E-01;
9.535267633816909E+08;-5.639661501799922E-01;-7.364070577282170E-01;
9.540270135067533E+08;-5.720068559197461E-01;-7.319994489914613E-01;
9.545272636318159E+08;-5.798741417296275E-01;-7.274528014798998E-01;
9.550275137568785E+08;-5.878366682649643E-01;-7.228787277117182E-01;
9.555277638819410E+08;-5.958347015475061E-01;-7.180826933647744E-01;
9.560280140070035E+08;-6.035545274939902E-01;-7.132965688185144E-01;
9.565282641320660E+08;-6.115754067828942E-01;-7.082692488718723E-01;
9.570285142571286E+08;-6.192779526190761E-01;-7.031661208035053E-01;
9.575287643821911E+08;-6.268325974753807E-01;-6.980025725589265E-01;
9.580290145072536E+08;-6.344700320616915E-01;-6.925735626060072E-01;
9.585292646323161E+08;-6.420756703669126E-01;-6.871249893184543E-01;
9.590295147573787E+08;-6.496169317145987E-01;-6.817067251513609E-01;
9.595297648824413E+08;-6.570428001061044E-01;-6.759377676767749E-01;
9.600300150075037E+08;-6.643960807057121E-01;-6.704645706907328E-01;
9.605302651325663E+08;-6.715914824489838E-01;-6.646165359676909E-01;
9.610305152576288E+08;-6.787827105685240E-01;-6.586062874447843E-01;
9.615307653826914E+08;-6.860111284151866E-01;-6.527163915142633E-01;
9.620310155077538E+08;-6.931321564850149E-01;-6.466479494815733E-01;
9.625312656328164E+08;-6.999098616188640E-01;-6.405422228465650E-01;
9.630315157578789E+08;-7.069027592049805E-01;-6.342541976760482E-01;
9.635317658829415E+08;-7.136614901773634E-01;-6.279343877525074E-01;
9.640320160080040E+08;-7.204118575791034E-01;-6.214585673648209E-01;
9.645322661330665E+08;-7.270572557774412E-01;-6.150324063165913E-01;
9.650325162581291E+08;-7.336346648089097E-01;-6.085503630680954E-01;
9.655327663831916E+08;-7.401313582100500E-01;-6.018758255799029E-01;
9.660330165082542E+08;-7.464864518459172E-01;-5.950539421419713E-01;
9.665332666333166E+08;-7.528368623686995E-01;-5.882357417700391E-01;
9.670335167583792E+08;-7.588872169313234E-01;-5.814611736438579E-01;
9.675337668834417E+08;-7.649566975066195E-01;-5.744812298564237E-01;
9.680340170085043E+08;-7.709593531833701E-01;-5.675513163831114E-01;
9.685342671335667E+08;-7.769329105151401E-01;-5.605634196303886E-01;
9.690345172586293E+08;-7.826512898486427E-01;-5.534722876219982E-01;
9.695347673836918E+08;-7.883603726386109E-01;-5.463318979343276E-01;
9.700350175087544E+08;-7.938934856551059E-01;-5.389943026597259E-01;
9.705352676338170E+08;-7.994161452350417E-01;-5.319415585551105E-01;
9.710355177588794E+08;-8.048021765125651E-01;-5.247567126897120E-01;
9.715357678839420E+08;-8.100490623311943E-01;-5.173419478170197E-01;
9.720360180090045E+08;-8.152551652854279E-01;-5.101264629820945E-01;
9.725362681340671E+08;-8.205815453227407E-01;-5.026884117914524E-01;
9.730365182591295E+08;-8.255026468385973E-01;-4.952944798719018E-01;
9.735367683841921E+08;-8.305549466818800E-01;-4.878175651661129E-01;
9.740370185092547E+08;-8.353714711974680E-01;-4.804172664294216E-01;
9.745372686343172E+08;-8.400498471302680E-01;-4.729303812926268E-01;
9.750375187593796E+08;-8.447061283243201E-01;-4.653295848952069E-01;
9.755377688844422E+08;-8.490031250978232E-01;-4.578819709913868E-01;
9.760380190095048E+08;-8.536036249806985E-01;-4.504753641688627E-01;
9.765382691345673E+08;-8.578337283201030E-01;-4.429091765236386E-01;
9.770385192596298E+08;-8.623090484817392E-01;-4.353751927910673E-01;
9.775387693846923E+08;-8.664834155326404E-01;-4.277605731948295E-01;
9.780390195097549E+08;-8.705753375954379E-01;-4.201698404798758E-01;
9.785392696348174E+08;-8.746438570859658E-01;-4.125103714755882E-01;
9.790395197598799E+08;-8.787193771325830E-01;-4.049662991681018E-01;
9.795397698849425E+08;-8.826391187865926E-01;-3.974039470052867E-01;
9.800400200100050E+08;-8.864227454162669E-01;-3.897960760179706E-01;
9.805402701350676E+08;-8.901487954372811E-01;-3.821143247106288E-01;
9.810405202601300E+08;-8.937894922121027E-01;-3.745189610089568E-01;
9.815407703851926E+08;-8.975364224461861E-01;-3.669015702458885E-01;
9.820410205102551E+08;-9.010591015496477E-01;-3.594249567331432E-01;
9.825412706353177E+08;-9.046539446524823E-01;-3.518213840452584E-01;
9.830415207603801E+08;-9.081076568638881E-01;-3.442095592877961E-01;
9.835417708854427E+08;-9.115478441488181E-01;-3.365522764578995E-01;
9.840420210105052E+08;-9.147901303940593E-01;-3.290934887908358E-01;
9.845422711355678E+08;-9.179849054637023E-01;-3.216000113558766E-01;
9.850425212606304E+08;-9.213208115661458E-01;-3.137827844210927E-01;
9.855427713856928E+08;-9.244394760554536E-01;-3.063133477078920E-01;
9.860430215107554E+08;-9.275464063500555E-01;-2.985685516256099E-01;
9.865432716358179E+08;-9.305372746787950E-01;-2.911749982784055E-01;
9.870435217608805E+08;-9.337361846837233E-01;-2.834462406060411E-01;
9.875437718859429E+08;-9.366226630703887E-01;-2.758808977240518E-01;
9.880440220110055E+08;-9.396457031446791E-01;-2.683063000529196E-01;
9.885442721360680E+08;-9.425426854344017E-01;-2.607431400999209E-01;
9.890445222611306E+08;-9.455138301291268E-01;-2.531277527894322E-01;
9.895447723861930E+08;-9.483736194853585E-01;-2.454553247830609E-01;
9.900450225112556E+08;-9.509962751025156E-01;-2.378537125750683E-01;
9.905452726363182E+08;-9.539490013426385E-01;-2.301672340514554E-01;
9.910455227613807E+08;-9.567493929159687E-01;-2.226278071154244E-01;
9.915457728864433E+08;-9.594522652354067E-01;-2.149010136106769E-01;
9.920460230115057E+08;-9.620203094817298E-01;-2.072207104219939E-01;
9.925462731365683E+08;-9.648841551711419E-01;-1.994128499974409E-01;
9.930465232616308E+08;-9.673318330032009E-01;-1.918306711879306E-01;
9.935467733866934E+08;-9.700691388213794E-01;-1.839702371421505E-01;
9.940470235117559E+08;-9.727120722062120E-01;-1.763174738283820E-01;
9.945472736368184E+08;-9.751694281646307E-01;-1.684806164815809E-01;
9.950475237618809E+08;-9.776613252501806E-01;-1.605426729513782E-01;
9.955477738869435E+08;-9.801031277326642E-01;-1.529011248823869E-01;
9.960480240120060E+08;-9.826886765573046E-01;-1.448745621344228E-01;
9.965482741370685E+08;-9.849361156167457E-01;-1.371745454683428E-01;
9.970485242621311E+08;-9.874733194646742E-01;-1.291256054914631E-01;
9.975487743871936E+08;-9.899077907869358E-01;-1.212545689257967E-01;
9.980490245122561E+08;-9.920958651320961E-01;-1.132340094624444E-01;
9.985492746373186E+08;-9.946084968379676E-01;-1.051909422283541E-01;
9.990495247623812E+08;-9.967994612700304E-01;-9.703401329118069E-02;
9.995497748874438E+08;-9.990640766435808E-01;-8.908072243511427E-02;
1.000050025012506E+09;-1.001521621441916E+00;-8.083793727997432E-02;
1.000550275137569E+09;-1.003638235605576E+00;-7.263818368743949E-02;
1.001050525262631E+09;-1.005677807914906E+00;-6.435483942648196E-02;
1.001550775387694E+09;-1.007903365800733E+00;-5.605408196399836E-02;
1.002051025512756E+09;-1.010052001017507E+00;-4.751126365954578E-02;
1.002551275637819E+09;-1.011972382139974E+00;-3.919254345187227E-02;
1.003051525762881E+09;-1.014070472385889E+00;-3.041377623732458E-02;
1.003551775887944E+09;-1.016079195538524E+00;-2.190203893920777E-02;
1.004052026013006E+09;-1.018043724093528E+00;-1.319343522933647E-02;
1.004552276138069E+09;-1.019840299808138E+00;-4.586945898828866E-03;
1.005052526263132E+09;-1.021744286485199E+00;4.148508059245437E-03;
1.005552776388194E+09;-1.023471203061530E+00;1.300286558975718E-02;
1.006053026513257E+09;-1.025129745005758E+00;2.192960605726943E-02;
1.006553276638319E+09;-1.026815507059365E+00;3.075298496148771E-02;
1.007053526763382E+09;-1.028182298757210E+00;3.986435156698874E-02;
1.007553776888444E+09;-1.029820808770914E+00;4.884772303580294E-02;
1.008054027013507E+09;-1.031086665243171E+00;5.802061218750530E-02;
1.008554277138569E+09;-1.032697422467242E+00;6.711749914893779E-02;
1.009054527263632E+09;-1.034000701634623E+00;7.654231855334656E-02;
1.009554777388694E+09;-1.035176731362193E+00;8.566171438021354E-02;
1.010055027513757E+09;-1.036412465956933E+00;9.520326170194940E-02;
1.010555277638819E+09;-1.037481620911766E+00;1.046946119327736E-01;
1.011055527763882E+09;-1.038559593777671E+00;1.143073237467732E-01;
1.011555777888945E+09;-1.039296718904775E+00;1.238943545388455E-01;
1.012056028014007E+09;-1.040150564859176E+00;1.336265299652039E-01;
1.012556278139070E+09;-1.040882102961590E+00;1.433982620030749E-01;
1.013056528264132E+09;-1.041500767012820E+00;1.530143089214288E-01;
1.013556778389195E+09;-1.042169647560595E+00;1.631766606540727E-01;
1.014057028514257E+09;-1.042606463469054E+00;1.730392944025159E-01;
1.014557278639320E+09;-1.042697849846890E+00;1.829756350630575E-01;
